Days,Date,Total BTC,Market Cap,Count,Blocks last 24h,Blocks avg. per hour,Difficulty,Next Difficulty,Network Hashrate Terahashs,Network Hashrate PetaFLOPS,Price,Open,High,Low,Vol.,Change %
1155,2017-03-14,16217700,20354997447,457415,144,6,4.61E+11,4.70E+11,3361771.36,42694496.32,1243.1,1238.2,1255.5,1218.4,45140,0.4
1156,2017-03-15,16219575,18976902750,457565,150,6.25,4.61E+11,4.76E+11,3407271.61,43272349.39,1253.4,1243.1,1256.9,1236.4,43590,0.83
1157,2017-03-16,16221513,17591905876,457720,155,6.46,4.76E+11,4.77E+11,3411847.43,43330462.38,1172.9,1253.4,1260.2,1119,132770,-6.43
1158,2017-03-17,16223488,15399496570,457878,157,6.54,4.76E+11,4.83E+11,3454385.71,43870698.5,1071.7,1172.9,1174.9,1063.5,163740,-8.63
1159,2017-03-18,16225488,16777154075,458038,160,6.67,4.76E+11,4.89E+11,3500476.8,44456055.37,971.4,1071.7,1103.6,940.2,210420,-9.36
1160,2017-03-20,16229025,17851945352,458321,144,6,4.76E+11,4.86E+11,3477559.02,44164999.5,1047.5,1022.6,1057.5,1005,61430,2.44
1161,2017-03-21,16230963,16555565519,458476,155,6.46,4.76E+11,4.88E+11,3496439.77,44404785.13,1121.3,1047.5,1125.5,1043.9,92590,7.04
1162,2017-03-22,16232800,16616056408,458623,146,6.08,4.76E+11,4.89E+11,3497665.46,44420351.39,1044.7,1121.3,1121.9,997.8,115290,-6.83
1163,2017-03-23,16235050,15764233550,458803,180,7.5,4.76E+11,5.00E+11,3579459.41,45459134.55,1035,1044.7,1062.8,1022,56520,-0.93
1164,2017-03-24,16236750,15425415839,458939,136,5.67,4.76E+11,4.93E+11,3529268.05,44821704.28,939.7,1035,1038.4,927.3,132600,-9.21
1165,2017-03-25,16238775,15322534598,459101,162,6.75,4.76E+11,5.00E+11,3581163.54,45480777.01,966.3,939.7,996,890.4,127050,2.83
1166,2017-03-26,16240450,16735962370,459235,134,5.58,4.76E+11,4.96E+11,3550392.84,45089989.1,969.4,966.3,1004.3,946.7,85330,0.32
1167,2017-03-27,16242363,16907974515,459388,153,6.38,4.76E+11,5.00E+11,3575617.59,45410343.41,1045.1,969.4,1048.8,961.8,91260,7.81
1168,2017-03-28,16244075,16853861331,459525,137,5.71,4.76E+11,4.99E+11,3568903.2,45325070.63,1044.4,1045.1,1068.4,1015.5,80000,-0.07
1169,2017-03-29,16246175,16753396830,459693,168,7,5.00E+11,5.01E+11,3582879.26,45502566.64,1041.9,1044.4,1058.7,1008.3,68850,-0.24
1170,2017-03-30,16247788,17493992801,459822,129,5.38,5.00E+11,4.94E+11,3533053.91,44869784.62,1037.9,1041.9,1052.7,1020.9,74990,-0.38
1171,2017-03-31,16249513,17593200938,459960,138,5.75,5.00E+11,4.95E+11,3545328.04,45025666.15,1079.1,1037.9,1088.2,1035.2,90990,3.97
1172,2017-04-01,16251438,17974739933,460114,154,6.42,5.00E+11,5.00E+11,3575802.25,45412688.54,1086.1,1079.1,1103.7,1067.5,50660,0.65
1173,2017-04-02,16253600,18707893600,460287,173,7.21,5.00E+11,5.07E+11,3628388.7,46080536.5,1097.4,1086.1,1109.5,1074.2,70980,1.04
1174,2017-04-03,16255250,18442686482,460419,132,5.5,5.00E+11,5.07E+11,3627445.32,46068555.59,1147.6,1097.4,1157.9,1095.6,98500,4.57
1175,2017-04-04,16257238,18326946406,460578,159,6.63,5.00E+11,5.11E+11,3655920.76,46430193.67,1141.8,1147.6,1161.2,1122.2,71000,-0.5
1176,2017-04-05,16259038,19445808850,460722,144,6,5.00E+11,5.07E+11,3630515.35,46107544.9,1129.9,1141.8,1143.8,1110.1,69470,-1.04
1177,2017-04-06,16261000,19310750550,460879,155,6.46,5.00E+11,5.09E+11,3642137.5,46255146.19,1188.7,1129.9,1201.6,1130.5,92360,5.21
1178,2017-04-07,16262875,19222230364,461029,150,6.25,5.00E+11,5.11E+11,3655414,46423757.75,1190.5,1188.7,1201.2,1173.2,59750,0.15
1179,2017-04-08,16264800,19733268600,461183,154,6.42,5.00E+11,5.12E+11,3663475,46526132.53,1180.8,1190.5,1198.2,1166.7,33180,-0.82
1180,2017-04-09,16266638,19657906086,461330,147,6.13,5.00E+11,5.15E+11,3687607.81,46832619.16,1204.3,1180.8,1215.1,1174,45350,2
1181,2017-04-10,16268713,19906233928,461496,165,6.88,5.00E+11,5.21E+11,3731082.17,47384743.61,1206.7,1204.3,1214.9,1194.8,40010,0.2
1182,2017-04-11,16270475,19801168075,461637,140,5.83,5.00E+11,5.20E+11,3722440.71,47274997.08,1220.7,1206.7,1229.6,1195.8,37400,1.16
1183,2017-04-12,16272113,19108341709,461768,131,5.46,5.21E+11,5.19E+11,3712429.43,47147853.75,1212.5,1220.7,1225.5,1207.4,44780,-0.67
1184,2017-04-13,16273838,19263129889,461906,137,5.71,5.21E+11,5.22E+11,3737048.73,47460518.89,1176.2,1212.5,1218.7,1150.3,66050,-3
1185,2017-04-14,16275663,19199422512,462052,145,6.04,5.21E+11,5.22E+11,3737910.01,47471457.1,1177.3,1176.2,1195.4,1162.2,47220,0.1
1186,2017-04-15,16277500,19097576875,462199,147,6.13,5.21E+11,5.19E+11,3718040.51,47219114.45,1177,1177.3,1194.8,841.5,28390,-0.03
1187,2017-04-16,16279225,19502511550,462337,138,5.75,5.21E+11,5.16E+11,3697012.14,46952054.18,1176.8,1177,1188,1166.7,18930,-0.02
1188,2017-04-17,16281050,19575683278,462483,145,6.04,5.21E+11,5.20E+11,3725107.09,47308860.01,1194,1176.8,1203,1172.8,46480,1.46
1189,2017-04-18,16282875,19599696638,462629,146,6.08,5.21E+11,5.20E+11,3722153.44,47271348.71,1206.1,1194,1213.9,1191.1,52750,1.01
1190,2017-04-19,16284638,20113660600,462770,141,5.88,5.21E+11,5.19E+11,3716625.27,47201140.92,1215.2,1206.1,1218.2,1194.1,43350,0.76
1191,2017-04-20,16286650,20276700097,462931,161,6.71,5.21E+11,5.21E+11,3730637.5,47379096.21,1238.1,1215.2,1246.6,1210.7,55200,1.88
1192,2017-04-21,16288513,20295405132,463080,149,6.21,5.21E+11,5.23E+11,3743537.41,47542925.14,1249.6,1238.1,1257,1235.6,41340,0.93
1193,2017-04-22,16290375,20268484575,463229,149,6.21,5.21E+11,5.25E+11,3754590.99,47683305.63,1240.9,1249.6,1257,1215.8,43820,-0.7
1194,2017-04-23,16291975,20244391843,463357,128,5.33,5.21E+11,5.22E+11,3736066.21,47448040.87,1249.1,1240.9,1256.2,1223.1,42610,0.66
1195,2017-04-24,16293788,20764297683,463502,144,6,5.21E+11,5.16E+11,3695726.24,46935723.19,1248.2,1249.1,1256.4,1234.9,38540,-0.08
1196,2017-04-25,16295638,21103502388,463650,148,6.17,5.21E+11,5.19E+11,3717461.79,47211764.69,1264.3,1248.2,1272.6,1244.2,43890,1.29
1197,2017-04-26,16297488,22066798075,463798,148,6.17,5.22E+11,5.26E+11,3764833.92,47813390.79,1286.6,1264.3,1309.2,1263,58910,1.77
1198,2017-04-27,16299175,20976875233,463933,135,5.63,5.22E+11,5.23E+11,3745183.32,47563828.22,1332.9,1286.6,1346.8,1285.3,61770,3.6
1199,2017-04-28,16301400,22273091862,464111,177,7.38,5.22E+11,5.30E+11,3795949.19,48208554.76,1329.6,1332.9,1356.2,1287.6,77570,-0.25
1200,2017-04-29,16303275,22563406535,464261,150,6.25,5.22E+11,5.33E+11,3811838.71,48410351.59,1336.3,1329.6,1343.7,1314.2,40970,0.5
1201,2017-04-30,16305138,22810919973,464410,148,6.17,5.22E+11,5.37E+11,3841029.75,48781077.84,1351.9,1336.3,1358.9,1309.7,40640,1.17
1202,2017-05-01,16307138,23584197609,464570,159,6.63,5.22E+11,5.41E+11,3873214.15,49189819.69,1415.8,1351.9,1448.7,1342.8,100440,4.73
1203,2017-05-02,16308813,24443224146,464704,134,5.58,5.22E+11,5.40E+11,3863111.5,49061515.99,1445.9,1415.8,1471.1,1394.8,70010,2.13
1204,2017-05-03,16310863,24629402375,464868,163,6.79,5.22E+11,5.42E+11,3883062.08,49314888.44,1485.6,1445.9,1496.4,1424.1,81720,2.74
1205,2017-05-04,16312488,23548364393,464998,130,5.42,5.22E+11,5.37E+11,3842509.27,48799867.74,1516.8,1485.6,1609.8,1437.1,136710,2.1
1206,2017-05-05,16314650,25369280750,465171,173,7.21,5.22E+11,5.43E+11,3887477.88,49370969.08,1507.8,1516.8,1588.1,1485,120380,-0.59
1207,2017-05-06,16316688,23740780313,465334,163,6.79,5.22E+11,5.46E+11,3905083.81,49594564.41,1545.3,1507.8,1560.4,1503.9,59600,2.49
1208,2017-05-07,16318950,26775105066,465515,181,7.54,5.22E+11,5.61E+11,4018287.14,51032246.7,1554.4,1545.3,1572.9,1495.2,71360,0.59
1209,2017-05-08,16320888,28058314880,465670,155,6.46,5.22E+11,5.63E+11,4029869.82,51179346.65,1664.5,1554.4,1667.7,1552.9,107230,7.08
1210,2017-05-09,16322763,27667017146,465820,150,6.25,5.60E+11,5.65E+11,4047839.2,51407557.86,1697.5,1664.5,1757.4,1620,127230,1.98
1211,2017-05-10,16324413,30370589992,465952,132,5.5,5.60E+11,5.69E+11,4071901.25,51713145.83,1752.3,1697.5,1766.2,1665,89680,3.23
1212,2017-05-11,16326350,27790712970,466107,155,6.46,5.60E+11,5.66E+11,4054906.25,51497309.42,1819.3,1752.3,1864.8,1741.5,109010,3.82
1213,2017-05-12,16328325,28110436112,466265,157,6.54,5.60E+11,5.70E+11,4082587.37,51848859.61,1686.4,1819.3,1822.5,1641.2,109340,-7.31
1214,2017-05-13,16330363,27898366706,466428,163,6.79,5.60E+11,5.77E+11,4133401.7,52494201.61,1763.7,1686.4,1770.5,1594.6,75470,4.59
1215,2017-05-14,16332463,28733701276,466596,168,7,5.60E+11,5.83E+11,4175869.4,53033541.43,1772.6,1763.7,1802.8,1736.1,40640,0.5
1216,2017-05-15,16334175,29048860162,466733,136,5.67,5.60E+11,5.89E+11,4216447.93,53548888.77,1708.9,1772.6,1776.7,1656.8,80240,-3.59
1217,2017-05-16,16336138,28955803719,466890,157,6.54,5.60E+11,5.88E+11,4209256.51,53457557.63,1729.3,1708.9,1752.6,1653.7,75540,1.19
1218,2017-05-17,16337875,30731379496,467029,139,5.79,5.60E+11,5.93E+11,4241666.38,53869162.99,1801.3,1729.3,1842.8,1704,94620,4.16
1219,2017-05-18,16339888,31977159838,467190,160,6.67,5.60E+11,5.95E+11,4260951.37,54114082.45,1881,1801.3,1980.5,1791.1,73100,4.42
1220,2017-05-19,16341975,32619039675,467357,166,6.92,5.60E+11,5.98E+11,4282888.34,54392681.91,1962,1881,1969.7,1875.3,98760,4.31
1221,2017-05-20,16343838,33011168576,467506,148,6.17,5.60E+11,5.92E+11,4237037.06,53810370.69,2040.2,1962,2048.4,1944.4,89860,3.98
1222,2017-05-21,16345613,32318610417,467648,142,5.92,5.60E+11,5.89E+11,4218197.29,53571105.62,2044.2,2040.2,2094.9,1980.1,78780,0.2
1223,2017-05-22,16347688,35982894956,467814,166,6.92,5.96E+11,6.01E+11,4299211.82,54599990.17,2124.4,2044.2,2264.8,1998.6,174380,3.92
1224,2017-05-23,16349638,38765023212,467970,154,6.42,5.96E+11,6.09E+11,4359958.75,55371476.16,2272.6,2124.4,2286.3,2110.8,114180,6.97
1225,2017-05-24,16351625,39243883648,468129,159,6.63,5.96E+11,6.13E+11,4391506.16,55772128.29,2445.3,2272.6,2497,2263.3,149260,7.6
1226,2017-05-25,16353600,35866486570,468287,158,6.58,5.96E+11,6.16E+11,4410007.15,56007090.77,2307.2,2445.3,2781.8,2210.5,248440,-5.65
1227,2017-05-26,16355650,32760677707,468451,162,6.75,5.96E+11,6.19E+11,4431468.16,56279645.59,2244.9,2307,2616.5,2051.4,191490,-2.7
1228,2017-05-27,16357763,33764090292,468620,169,7.04,5.96E+11,6.22E+11,4455155.27,56580471.9,2052.4,2244.9,2322.4,1868.6,222950,-8.57
1229,2017-05-28,16359675,37348483638,468773,153,6.38,5.96E+11,6.32E+11,4526095.06,57481407.22,2189,2052.4,2300.5,2051.1,125000,6.66
1230,2017-05-29,16361888,35003378614,468950,177,7.38,5.96E+11,6.45E+11,4616568.16,58630415.65,2278.2,2189,2337.4,2117.3,92240,4.07
1231,2017-05-30,16363963,37714024374,469116,166,6.92,5.96E+11,6.55E+11,4685424.77,59504894.53,2192.6,2278.2,2329.3,2147.1,120960,-3.76
1232,2017-05-31,16366075,38937183676,469285,169,7.04,5.96E+11,6.56E+11,4693446.87,59606775.25,2303.3,2192.6,2330.6,2168.4,117750,5.05
1233,2017-06-01,16367938,40361697081,469434,149,6.21,5.96E+11,6.57E+11,4705941.7,59765459.61,2412.6,2303.3,2460.8,2303.3,122700,4.75
1234,2017-06-02,16370338,41989915688,469626,192,8,5.96E+11,6.81E+11,4871283.61,61865301.78,2492.6,2412.6,2494,2385.6,83030,3.31
1235,2017-06-03,16372238,41307106096,469778,152,6.33,6.79E+11,6.80E+11,4868009.47,61823720.23,2545.4,2492.6,2582.8,2449.9,70960,2.12
1236,2017-06-04,16374313,43870844017,469944,165,6.88,6.79E+11,6.90E+11,4942235.28,62766388.11,2524.1,2545.4,2559.8,2478.2,59480,-0.84
1237,2017-06-05,16376263,46934335572,470100,155,6.46,6.79E+11,6.94E+11,4969996.25,63118952.38,2705,2524.1,2705.4,2523.9,86690,7.17
1238,2017-06-06,16378250,44443691635,470259,159,6.63,6.79E+11,7.03E+11,5034775.04,63941642.98,2870.5,2705,2931.2,2699.7,192230,6.12
1239,2017-06-07,16380350,45732626772,470427,168,7,6.79E+11,7.17E+11,5134666.24,65210261.24,2691.5,2870.5,2880.9,2626.6,122680,-6.24
1240,2017-06-08,16382250,45977226946,470579,152,6.33,6.79E+11,7.17E+11,5132621.81,65184296.97,2798.8,2691.5,2808.4,2623.6,95420,3.99
1241,2017-06-09,16384025,46460130540,470721,142,5.92,6.79E+11,7.23E+11,5176376.54,65739982.06,2811.4,2798.8,2852.1,2786.1,67050,0.45
1242,2017-06-10,16385875,47387950500,470869,148,6.17,6.79E+11,7.18E+11,5142683.82,65312084.53,2900.3,2811.4,2914.2,2807.4,86520,3.16
1243,2017-06-11,16387713,42560593685,471016,147,6.13,6.79E+11,7.14E+11,5111197.1,64912203.22,2973.4,2900.3,2977.9,2867.3,83030,2.52
1244,2017-06-12,16389438,44151735133,471154,138,5.75,6.79E+11,7.12E+11,5093999.2,64693789.87,2656.8,2973.4,2985.1,2483.6,217960,-10.65
1245,2017-06-13,16391200,39216781951,471295,141,5.88,6.79E+11,7.09E+11,5073158.45,64429112.34,2713,2656.8,2784.8,2647.4,116740,2.12
1246,2017-06-14,16393075,39669061221,471445,150,6.25,6.79E+11,7.15E+11,5117054.7,64986594.63,2467.3,2713,2803.7,2349,174190,-9.06
1247,2017-06-15,16394988,40131092973,471598,153,6.38,6.79E+11,7.12E+11,5095694.95,64715325.9,2442.5,2467.3,2521.6,2125.6,262790,-1.01
1248,2017-06-16,16396775,43802525100,471741,142,5.92,6.79E+11,7.10E+11,5083490.02,64560323.21,2508.6,2442.5,2536.4,2335.3,117210,2.71
1249,2017-06-17,16398550,40904247946,471883,142,5.92,7.12E+11,7.09E+11,5073063.92,64427911.83,2655.1,2508.6,2690.7,2454.8,95950,5.84
1250,2017-06-18,16400463,42116387700,472036,152,6.33,7.12E+11,7.06E+11,5052338.35,64164697.08,2539.6,2655.1,2676,2488.6,92000,-4.35
1251,2017-06-19,16402238,44815161030,472178,141,5.88,7.12E+11,7.05E+11,5048788.74,64119617.06,2616.8,2539.6,2617.8,2518.8,81830,3.04
1252,2017-06-20,16403900,42739574063,472311,133,5.54,7.12E+11,6.98E+11,4996739.51,63458591.74,2754.4,2616.8,2800.5,2614,111300,5.26
1253,2017-06-21,16405613,44179969945,472448,137,5.71,7.12E+11,6.92E+11,4952415.31,62895674.42,2677.6,2754.4,2804.4,2624.4,116030,-2.79
1254,2017-06-22,16407725,44241231827,472617,168,7,7.12E+11,7.01E+11,5020018.04,63754229.12,2722.8,2677.6,2757.3,2623.2,78300,1.69
1255,2017-06-23,16409413,41671703044,472752,134,5.58,7.12E+11,7.02E+11,5022580.6,63786773.64,2710.4,2722.8,2759.7,2699.5,56940,-0.46
1256,2017-06-24,16411063,40453285474,472884,131,5.46,7.12E+11,6.97E+11,4987740.1,63344299.29,2590.1,2710.4,2741.6,2540.4,86960,-4.44
1257,2017-06-25,16412788,39052373211,473022,138,5.75,7.12E+11,6.96E+11,4985506.3,63315929.97,2541.6,2590.1,2660.7,2472.4,86970,-1.87
1258,2017-06-26,16414475,41039831513,473157,135,5.63,7.12E+11,6.97E+11,4989141.28,63362094.29,2446.1,2541.6,2584.8,2327.3,165830,-3.76
1259,2017-06-27,16416400,42026148164,473311,154,6.42,7.12E+11,7.05E+11,5047097.46,64098137.76,2583.8,2446.1,2585.1,2309.6,159260,5.63
1260,2017-06-28,16417888,41798135607,473430,119,4.96,7.12E+11,6.95E+11,4975694.57,63191321.09,2577.7,2583.8,2616.9,2490.1,110420,-0.23
1261,2017-06-29,16419750,39887989663,473579,149,6.21,7.12E+11,6.94E+11,4969910.51,63117863.49,2558.4,2577.7,2605.9,2526.5,75320,-0.75
1262,2017-06-30,16421875,41530531034,473749,170,7.08,7.12E+11,7.06E+11,5057114.58,64225355.14,2480.6,2558.4,2576.3,2469.5,73000,-3.04
1263,2017-07-01,16424225,41162918270,473937,188,7.83,7.09E+11,7.26E+11,5194386.85,65968713.02,2424.6,2480.6,2529.6,2387.5,66320,-2.26
1264,2017-07-05,16431950,42882854282,474555,147,6.13,7.09E+11,7.38E+11,5285537.99,67126332.47,2627.9,2617.3,2642.7,2562,89720,0.4
1265,2017-07-06,16433800,40328578068,474703,148,6.17,7.09E+11,7.40E+11,5299777.08,67307168.89,2614.2,2627.9,2634.8,2581.8,60160,-0.52
1266,2017-07-07,16435800,41829111000,474863,160,6.67,7.09E+11,7.46E+11,5342578.84,67850751.21,2513.9,2614.2,2617.5,2484.7,90450,-3.84
1267,2017-07-08,16437575,41291171962,475005,142,5.92,7.09E+11,7.50E+11,5367038.2,68161385.2,2564.9,2513.9,2568.7,2480.6,54510,2.03
1268,2017-07-09,16439975,38113270802,475197,192,8,7.09E+11,7.75E+11,5547525.72,70453576.7,2511.4,2564.9,2576.7,2509.6,39160,-2.08
1269,2017-07-10,16442213,38474777250,475376,179,7.46,7.09E+11,7.88E+11,5639315.03,71619300.86,2344,2511.4,2530.3,2271.8,123800,-6.67
1270,2017-07-11,16444350,38968274861,475547,171,7.13,7.09E+11,8.06E+11,5772454.9,73310177.26,2324.3,2344,2412.8,2265.5,146630,-0.84
1271,2017-07-12,16446375,37793769750,475709,162,6.75,7.09E+11,8.04E+11,5754923.2,73087524.65,2403.1,2324.3,2424.8,2262.1,109520,3.39
1272,2017-07-13,16448113,36295605755,475848,139,5.79,8.05E+11,7.95E+11,5690952.84,72275101.06,2362.4,2403.1,2436.7,2335,88170,-1.69
1273,2017-07-14,16449638,33315944318,475970,122,5.08,8.05E+11,7.82E+11,5595461.91,71062366.27,2234.2,2362.4,2370.5,2165.4,114410,-5.43
1274,2017-07-15,16451700,31735115428,476135,165,6.88,8.05E+11,7.87E+11,5632562.34,71533541.72,1975.1,2234.2,2237.1,1974,155320,-11.6
1275,2017-07-16,16453588,36011292364,476286,151,6.29,8.05E+11,7.93E+11,5674852.54,72070627.24,1914.1,1975.1,2044.4,1809,189640,-3.09
1276,2017-07-17,16455563,37617580431,476444,158,6.58,8.05E+11,8.04E+11,5752839.3,73061059.05,2233.4,1914.1,2233.8,1913.8,176890,16.68
1277,2017-07-18,16457513,37342260438,476600,156,6.5,8.05E+11,8.19E+11,5864036.84,74473267.9,2320.2,2233.4,2400.7,2164.6,202620,3.89
1278,2017-07-19,16459513,46662717938,476760,160,6.67,8.05E+11,8.31E+11,5951488.36,75583902.11,2282.6,2320.2,2412.4,2243.1,154320,-1.62
1279,2017-07-20,16461413,44226547736,476912,152,6.33,8.05E+11,8.35E+11,5980194.51,75948470.23,2866,2282.6,2932.8,2282.1,310340,25.56
1280,2017-07-21,16463463,44096906866,477076,164,6.83,8.05E+11,8.47E+11,6065098.51,77026751.11,2675.1,2866,2874,2622.5,193760,-6.66
1281,2017-07-22,16465613,44879826023,477248,172,7.17,8.05E+11,8.52E+11,6098809.01,77454874.46,2836.5,2675.1,2876.7,2658.6,121920,6.04
1282,2017-07-23,16467838,44034799861,477426,178,7.42,8.05E+11,8.64E+11,6187421.59,78580254.16,2756.6,2836.5,2856.7,2675.6,108230,-2.82
1283,2017-07-24,16469638,41877314332,477570,144,6,8.05E+11,8.57E+11,6137242.73,77942982.71,2763.4,2756.6,2798.9,2715.7,83010,0.25
1284,2017-07-25,16471488,41929818580,477718,148,6.17,8.05E+11,8.60E+11,6158774.74,78216439.21,2582.6,2763.4,2779.1,2472.6,205880,-6.54
1285,2017-07-26,16473388,44231045438,477870,152,6.33,8.60E+11,8.73E+11,6247234.11,79339873.17,2559.2,2582.6,2631.7,2441.5,135500,-0.9
1286,2017-07-27,16475300,45776950556,478023,152,6.33,8.60E+11,8.86E+11,6341349.51,80535138.83,2691.9,2559.2,2712.9,2547.7,103830,5.18
1287,2017-07-28,16477225,44278587654,478177,154,6.42,8.60E+11,8.91E+11,6379306.31,81017190.09,2806.8,2691.9,2843.8,2683.6,138910,4.27
1288,2017-07-29,16479100,45647107000,478327,150,6.25,8.60E+11,8.95E+11,6407847.88,81379668.09,2733.5,2806.8,2812.1,2699.4,84490,-2.61
1289,2017-07-30,16480850,47398578502,478467,140,5.83,8.60E+11,8.88E+11,6356656.72,80729540.32,2766.5,2733.5,2773.1,2621.7,82720,1.21
1290,2017-07-31,16482788,44686485191,478622,155,6.46,8.60E+11,8.95E+11,6404106.11,81332147.58,2883.3,2766.5,2916.3,2723.1,91120,4.22
1291,2017-08-01,16484663,44311151947,478772,150,6.25,8.60E+11,8.93E+11,6392332.72,81182625.55,2747,2883.3,2946,2659.6,123170,-4.73
1292,2017-08-02,16486363,46167980900,478908,136,5.67,8.60E+11,8.90E+11,6372283.47,80928000.09,2720.5,2747,2773.8,2668.9,81820,-0.96
1293,2017-08-03,16488625,47470734886,479089,181,7.54,8.60E+11,9.05E+11,6476446.87,82250875.24,2810,2720.5,2822.9,2717.6,68100,3.29
1294,2017-08-04,16490863,53297131840,479268,179,7.46,8.60E+11,9.13E+11,6537560.7,83027020.89,2878.5,2810,2892.7,2779.5,68760,2.44
1295,2017-08-05,16492613,53749325182,479408,140,5.83,8.60E+11,9.01E+11,6448629.14,81897590.02,3262.8,2878.5,3344,2875.9,159400,13.35
1296,2017-08-06,16494575,56045481364,479565,157,6.54,8.60E+11,9.12E+11,6530011.29,82931143.36,3232,3262.8,3295.1,3166.5,60660,-0.94
1297,2017-08-07,16496563,56931286844,479724,159,6.63,8.60E+11,9.20E+11,6586663.44,83650625.7,3401.9,3232,3425.1,3198.5,88110,5.26
1298,2017-08-08,16498325,54426324343,479865,141,5.88,9.23E+11,9.19E+11,6580014.37,83566182.53,3429.4,3401.9,3494.9,3357.1,106940,0.81
1299,2017-08-09,16499975,56535514340,479997,132,5.5,9.23E+11,9.11E+11,6518928.64,82790393.72,3348.8,3429.4,3437.1,3251,97060,-2.35
1300,2017-08-10,16501738,60478867938,480138,141,5.88,9.23E+11,9.08E+11,6499188.26,82539690.9,3425.7,3348.8,3453.8,3322.9,71000,2.3
1301,2017-08-11,16503425,63538285271,480273,135,5.63,9.23E+11,9.10E+11,6512088.67,82703526.1,3654.4,3425.7,3706.5,3409.8,97560,6.68
1302,2017-08-12,16505325,67836885750,480425,152,6.33,9.23E+11,9.16E+11,6559949.42,83311357.67,3871.6,3654.4,3967.3,3611.4,123590,5.94
1303,2017-08-13,16506913,71483844858,480552,127,5.29,9.23E+11,9.10E+11,6515245.5,82743617.89,4062.6,3871.6,4189.4,3847.3,158590,4.93
1304,2017-08-14,16508838,69191806712,480706,154,6.42,9.23E+11,9.20E+11,6582049.01,83592022.42,4327.9,4062.6,4336.7,3978.9,128460,6.53
1305,2017-08-15,16510388,71803675238,480830,124,5.17,9.23E+11,9.13E+11,6538271.9,83036053.09,4161.7,4327.9,4436.5,3837.1,211580,-3.84
1306,2017-08-16,16512625,71535977512,481009,178,7.42,9.23E+11,9.32E+11,6668785.91,84693581.07,4387.4,4161.7,4398.1,3938.6,112900,5.42
1307,2017-08-17,16514538,68355503826,481162,153,6.38,9.23E+11,9.23E+11,6608809.5,83931880.64,4278.9,4387.4,4487.5,4194.1,127480,-2.47
1308,2017-08-18,16516413,69333190983,481312,150,6.25,9.23E+11,9.21E+11,6591718.78,83714828.51,4105.4,4278.9,4362.7,3978.3,144400,-4.06
1309,2017-08-19,16518100,68464055699,481447,135,5.63,9.23E+11,9.24E+11,6616580.8,84030576.11,4150.5,4105.4,4189.7,3957.5,113720,1.1
1310,2017-08-20,16519488,66444682623,481558,111,4.63,9.23E+11,9.04E+11,6470159.11,82171020.75,4066.6,4150.5,4182.3,4034.4,70160,-2.02
1311,2017-08-21,16520613,66939902830,481648,89,3.71,9.23E+11,8.79E+11,6294065.07,79934626.42,4005.1,4066.6,4097.3,3966.9,90650,-1.51
1312,2017-08-22,16522538,68738332743,481802,154,6.42,9.23E+11,8.85E+11,6331667.58,80412178.26,4089.7,4005.1,4142.7,3612.2,169140,2.11
1313,2017-08-23,16522800,71844306778,481823,21,0.88,9.23E+11,8.88E+11,6354668.57,80704290.84,4141.1,4089.7,4255.6,4070.5,96650,1.26
1314,2017-08-24,16522800,72761751770,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4318.4,4141.1,4364.1,4111.7,72360,4.28
1315,2017-08-25,16522800,71627659824,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4364.4,4318.4,4461.7,4292.6,82900,1.07
1316,2017-08-26,16522800,75402789168,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4352.3,4364.4,4379.3,4263.3,46160,-0.28
1317,2017-08-27,16522800,72238342512,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4345.8,4352.3,4408.2,4321.1,42520,-0.15
1318,2017-08-28,16522800,75887568120,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4390.3,4345.8,4403.1,4195.2,75490,1.03
1319,2017-08-29,16522800,75688468380,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4597.3,4390.3,4647.8,4350.2,100800,4.71
1320,2017-08-30,16522800,77956883592,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4583,4597.3,4644.1,4491.8,68470,-0.31
1321,2017-08-31,16522800,80488176552,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4735.1,4583,4765.1,4580.1,72290,3.32
1322,2017-09-01,16522800,75027060696,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4921.9,4735.1,4925.2,4690.2,102010,3.94
1323,2017-09-02,16522800,76986830004,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4573.8,4921.9,4976.5,4448.6,160770,-7.07
1324,2017-09-03,16522800,73367345436,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4612.9,4573.8,4719.8,4397.7,102820,0.86
1325,2017-09-04,16522800,74451406344,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4267.5,4612.9,4621,4098.6,170400,-7.49
1326,2017-09-05,16522800,77111907600,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4409.1,4267.5,4496.7,4004.6,158410,3.32
1327,2017-09-06,16522800,76433481432,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4618.7,4409.1,4660,4401.5,110930,4.75
